Filename,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18
116-MFCC.csv,4.977929,5.552175,1.4900109,4.2332206,7.5203505,4.741803,6.34718,3.7995439,6.4744754,2.5990703,4.443659,4.9674754,6.6309943,3.9703555,5.160387,6.08096,6.447666,4.154618
12-MFCC.csv,4.4282856,6.0119257,2.8621397,3.2776327,7.091228,5.6718693,7.5035653,3.3073788,5.4835625,2.4089122,4.8668575,6.080052,7.7768188,4.4956384,5.8233223,4.611069,7.99073,2.7966783
13-MFCC.csv,4.6387525,6.6060896,3.2933369,3.2391484,7.1741486,5.7662315,7.7638044,3.1418836,5.362655,2.4820335,5.46914,6.040083,7.644459,4.447088,5.6384864,4.6274266,7.978543,3.070362
14-MFCC.csv,4.7646475,6.345373,2.9448936,3.5332556,6.792745,5.5199842,7.180079,3.6168926,5.7506566,2.442092,4.8384624,5.3986826,7.294042,4.2653236,5.288623,4.7560754,7.5883694,3.3606708
15-MFCC.csv,4.6445346,5.8689113,2.7196655,3.4568038,6.7836347,5.3490925,7.0127373,3.358667,6.0240383,2.442965,4.6617265,5.6540456,7.2107244,4.370554,5.3396077,4.873548,7.5830984,3.2215307
16-MFCC.csv,5.0604367,5.6380963,1.2715565,4.437466,7.918234,4.751688,6.0267615,4.1794987,6.4023213,2.6238785,4.1754313,4.744142,7.0452843,3.9673505,5.2812552,6.243328,6.2302094,4.409187
17-MFCC.csv,5.0911155,5.630731,1.2581689,4.4353294,7.9340315,4.759153,5.993529,4.1829057,6.3800964,2.6044927,4.178739,4.7377195,7.063929,3.9517083,5.305372,6.2626734,6.225683,4.4228706
18-MFCC.csv,4.8774605,5.528585,1.3857119,4.106694,6.9964986,4.465706,6.676467,3.749443,6.8687496,2.6393392,4.445336,4.898861,5.78407,3.8688831,4.753051,5.7559595,6.303675,4.1478167
19-MFCC.csv,4.436601,5.8762345,2.8357,3.4668996,6.5651274,5.5389667,7.144484,3.4757361,5.951087,2.4966116,4.426321,5.710546,7.305569,4.545686,5.3457527,4.6805687,7.6760283,2.9994812
20-MFCC.csv,4.2992435,5.8704896,2.2713656,3.6684387,7.0704975,5.557392,6.6809597,4.2349625,6.1323595,2.2243307,4.014561,5.5048537,7.792994,4.6747103,5.654571,4.6986227,7.4687853,2.7498515
21-MFCC.csv,4.850725,6.124261,2.6347475,3.6654627,6.743122,5.243435,7.0031786,3.7031865,5.7710495,2.394042,4.8206997,5.169043,7.1154447,4.226923,5.1800995,4.7564483,7.3086863,3.497477
22-MFCC.csv,4.709592,5.9984164,2.7994432,3.5012755,6.570382,5.363444,7.03852,3.5727468,5.7957845,2.4325757,4.6668053,5.3342757,7.1870975,4.345854,5.20947,4.5894647,7.4865294,3.3336542
23-MFCC.csv,4.676671,5.78575,2.44498,3.5183568,7.212516,5.1342525,7.2791233,2.945428,6.0447817,2.5757647,5.079044,5.8676157,6.9980984,4.3881135,5.485776,5.435183,7.4047422,3.466449
24-MFCC.csv,4.598393,6.1747947,2.774894,3.3345468,7.268424,5.633444,7.3357916,3.5144837,5.4932876,2.3815153,4.9725323,5.962455,7.771623,4.5777597,5.7963595,4.617165,7.862597,2.9627645
25-MFCC.csv,4.40105,5.80304,2.7791364,3.5179749,6.6397166,5.4336147,7.2171197,3.2218971,6.100251,2.6177518,4.50581,5.8302455,7.125892,4.6028285,5.3343396,5.0068445,7.580733,3.1144116
26-MFCC.csv,4.824875,5.441484,1.3213718,4.2059827,7.271763,4.479358,6.4552035,3.7061532,6.8328185,2.6554089,4.596931,4.849471,6.0160327,4.054214,4.8604193,6.176211,6.2466664,4.320101
27-MFCC.csv,4.918993,5.7104926,1.2229334,4.481593,7.743827,4.5696397,6.1629014,4.205558,6.685195,2.7982907,4.100963,4.5053306,6.7071924,4.2907805,5.0608125,6.410125,6.0167127,4.727459
28-MFCC.csv,4.922183,5.4951377,1.7168198,4.1756597,7.3439927,4.8035665,6.5555997,3.5831845,6.5327115,2.5010738,4.5301647,5.1909785,6.466277,3.853622,5.131264,5.9175754,6.6801457,3.836496
29-MFCC.csv,4.904141,5.3229938,1.1951303,4.132688,7.2483654,4.4993134,6.6350145,3.5481942,6.754146,2.744188,4.5893717,4.9640017,5.9198327,3.888879,4.983801,6.129016,6.3834767,4.1909637
30-MFCC.csv,4.45218,5.7618556,2.577416,3.5874906,6.663442,5.3760443,6.972342,3.5672967,6.12113,2.4911213,4.336175,5.525993,7.166239,4.525489,5.2866583,4.920291,7.4162774,3.1794693
31-MFCC.csv,4.8249755,5.7741475,1.4284723,4.450411,7.777895,4.713524,6.1357164,4.3702564,6.572855,2.5821185,4.039329,4.5931726,6.970389,4.4291806,5.1682734,6.20958,6.2469687,4.442199
32-MFCC.csv,4.587185,6.3228755,3.0557344,3.2178032,7.289635,5.670579,7.6928887,3.1398094,5.2561545,2.4564435,5.4038377,6.1608205,7.809677,4.4957595,5.8472457,4.5145974,8.029432,2.9366744
33-MFCC.csv,4.631054,6.5518727,3.224777,3.2237077,7.306515,5.725233,7.8382897,3.0378618,5.2654643,2.4741235,5.582104,6.1324124,7.7237334,4.4195385,5.7544727,4.6328773,7.999065,3.0394502
34-MFCC.csv,4.7263865,6.019576,2.372302,3.5308943,7.1787257,5.468852,6.7081423,4.2077026,5.7107964,2.2412055,4.508301,5.2534075,7.6214457,4.430838,5.51653,4.5906606,7.3954177,3.2947206
35-MFCC.csv,4.950151,5.899838,1.385151,4.5743914,7.946201,4.7320013,6.0624003,4.420458,6.519821,2.804025,3.8568892,4.500493,7.171931,4.37621,5.199865,6.2763257,6.0804143,4.7307506
36-MFCC.csv,4.760006,5.9315114,2.4492357,3.6416469,7.1239443,5.134268,6.973338,3.3811903,6.0652156,2.4736516,4.8402877,5.54778,7.1415925,4.3102837,5.361057,5.205647,7.31388,3.48327
37-MFCC.csv,4.736205,6.1558943,2.6079967,3.5637877,7.020574,5.396059,6.8754663,3.8589725,5.8639426,2.3248146,4.6975894,5.3426743,7.443294,4.350512,5.3908443,4.735954,7.4512696,3.302106
38-MFCC.csv,4.6073513,6.5105534,3.362932,3.2243783,6.984433,5.788497,7.9856987,2.888379,5.349409,2.6265075,5.372138,6.119142,7.393776,4.6657777,5.599339,4.856223,8.028216,3.141954
39-MFCC.csv,4.4908032,6.4049797,3.3100455,3.2290103,6.847184,5.8752093,7.821376,3.1822498,5.3763733,2.5349703,5.0326676,5.9859858,7.5379524,4.582415,5.6196427,4.704766,8.021056,3.0140486
40-MFCC.csv,4.650736,5.913909,2.5891612,3.4482489,7.2971416,5.2619557,7.3920383,2.9649913,5.818929,2.5048804,5.162475,5.987517,7.3068967,4.3589115,5.647447,5.2105045,7.6050296,3.2675056
41-MFCC.csv,4.5059566,6.555248,3.4007099,3.154256,6.970763,5.933188,7.811033,3.189169,5.4090495,2.5323048,5.118149,6.0957794,7.569147,4.71417,5.6386724,4.7152867,8.058256,3.0018227
42-MFCC.csv,4.5682,6.3828077,3.1630793,3.315718,7.0532475,5.6344104,7.57245,3.1221552,5.600205,2.5275517,5.2556086,6.1325455,7.6315346,4.4331574,5.6387625,4.6210055,8.011494,2.933992
43-MFCC.csv,4.645608,6.5380473,3.2769315,3.3597474,6.8004107,5.8010564,7.6449933,3.3685489,5.502931,2.5176616,5.022784,5.7114596,7.3824363,4.429579,5.4245133,4.769387,7.8559895,3.222006
44-MFCC.csv,4.4175706,5.8197384,2.3105376,3.4610434,7.2275963,5.607901,6.831858,4.1495953,5.6848106,2.1631255,4.2818646,5.598091,7.964926,4.6110535,5.834266,4.4332323,7.6378226,2.7311747
45-MFCC.csv,4.927024,5.797006,1.4854888,4.379011,7.7318087,4.8034306,6.159518,4.2402177,6.436705,2.6371894,4.077942,4.707744,7.076953,4.239518,5.2461896,6.0884695,6.3201375,4.397291
46-MFCC.csv,4.8905463,5.554352,1.5143896,4.060405,7.0426726,4.580597,6.713204,3.7088306,6.718901,2.650599,4.419998,4.9854994,6.058881,3.911123,4.907648,5.7011476,6.481385,4.046153
47-MFCC.csv,4.220417,6.021393,2.8058395,3.446669,6.94043,5.681379,7.4026847,3.4400823,5.849281,2.4206154,4.538255,5.934933,7.6179867,4.672542,5.6464667,4.8934155,7.7465243,2.7688882
48-MFCC.csv,4.8042827,6.3684425,2.8398294,3.479109,7.118489,5.4862585,7.2063007,3.606932,5.6603384,2.392814,5.046692,5.5399632,7.4234996,4.36987,5.4319215,4.8037996,7.573969,3.3561685
49-MFCC.csv,4.4476776,6.1766243,3.0511775,3.2731977,6.8761506,5.839779,7.5297356,3.428371,5.6008573,2.4897175,4.7103753,5.9447303,7.5316954,4.6597104,5.629992,4.7813673,7.9543433,2.9777606
50-MFCC.csv,4.85856,5.4430246,1.6046054,4.2329974,7.426525,4.7440844,6.5812697,3.5837274,6.6622195,2.523475,4.4337,5.1713963,6.4074607,3.855826,5.1917114,6.052876,6.6456513,3.909167
51-MFCC.csv,4.8230877,5.3282113,1.3781333,4.099461,7.1492453,4.4624777,6.573565,3.589642,6.7176743,2.626368,4.763888,4.862015,5.946951,3.8833306,4.8302627,6.0076313,6.438335,4.034607
52-MFCC.csv,4.351413,5.755385,2.8437054,3.3340044,6.593919,5.5314302,7.3831067,3.2396662,5.6629367,2.4645276,4.5770597,5.7753553,7.4025083,4.5278206,5.50038,4.5967875,7.7452507,2.9459207
53-MFCC.csv,4.422049,5.797034,2.2749147,3.596466,6.9966636,5.412592,6.7235003,4.140873,5.97095,2.2622406,4.2486725,5.3988113,7.6566696,4.604797,5.5987654,4.6321096,7.442261,2.9368157
54-MFCC.csv,4.8098493,6.0836244,2.7833505,3.4670684,6.8541584,5.3202653,6.9367585,3.526175,5.919169,2.4105582,4.8175983,5.4612975,7.236829,4.3313417,5.269659,4.7578483,7.5235114,3.3916478
55-MFCC.csv,4.839679,6.1125865,2.7067325,3.5118797,6.683688,5.3345585,6.854287,3.8595355,5.711062,2.3111732,4.741244,5.1012397,7.2883396,4.2852316,5.2017317,4.4352136,7.4048724,3.4240153
56-MFCC.csv,4.5202603,6.4147005,3.1103716,3.2779129,7.3256307,5.7025423,7.8342896,3.026571,5.3110967,2.4696221,5.4234023,6.2182183,7.816977,4.3798294,5.8721786,4.7317286,8.044886,2.9126596
57-MFCC.csv,4.889202,6.250674,2.5886106,3.6099544,7.180849,5.342112,6.9553237,3.7940786,5.7836843,2.362508,4.8864536,5.33228,7.353317,4.2607265,5.3681073,4.91247,7.375553,3.5064569
58-MFCC.csv,4.856357,6.1478205,2.5186648,3.7426713,6.896671,5.187574,6.8351336,3.805684,5.9448133,2.3816311,4.743,5.1401105,7.1450925,4.191522,5.195316,4.8935704,7.237651,3.529314
59-MFCC.csv,4.8953476,5.433888,1.4646782,4.130366,7.134237,4.505419,6.576161,3.6330786,6.7598596,2.5815542,4.6164007,4.961442,5.9548573,3.8206227,4.8297677,5.889808,6.4017053,4.0305157
60-MFCC.csv,4.7216845,5.8211393,2.2800243,3.7553515,7.091088,5.073886,6.8281875,3.5151365,6.219106,2.5022912,4.6200857,5.417245,7.036322,4.320258,5.2793355,5.3311267,7.1406736,3.563308
61-MFCC.csv,4.8076487,5.896643,1.4291974,4.498134,7.733072,4.6400523,6.299058,4.3042154,6.7191877,2.896818,3.951511,4.500494,6.865635,4.5782022,5.032322,6.195586,6.069414,4.7335515
62-MFCC.csv,4.497873,6.261959,3.0377917,3.271272,7.162523,5.713284,7.6286445,3.2035277,5.446118,2.4681115,5.1297936,6.1721773,7.760822,4.524556,5.80632,4.6506577,8.040693,2.8631227
63-MFCC.csv,4.862406,5.396351,1.2868017,4.162371,7.096985,4.4424286,6.5715623,3.669834,6.876776,2.6357346,4.589039,4.8582163,5.7358236,3.8529053,4.7463965,5.992459,6.2585096,4.192827
64-MFCC.csv,4.2218494,5.6676865,2.64463,3.4966547,6.637625,5.5165234,7.162735,3.402962,6.102034,2.5133693,4.2581654,5.7792645,7.2671776,4.6644926,5.436431,4.9739904,7.572135,2.950558
65-MFCC.csv,4.919019,6.1037326,2.5288105,3.7087972,6.969514,5.1792684,6.918668,3.6369085,5.937563,2.4248722,4.857833,5.23441,7.054307,4.1530337,5.189375,5.0298686,7.239379,3.6154563
66-MFCC.csv,4.7634134,5.5447264,1.744811,3.956576,7.2281985,4.7546506,6.6886835,3.4464839,6.558106,2.6616926,4.6589074,5.2019153,6.4481463,4.221744,5.122553,5.947884,6.6933017,4.0337553
67-MFCC.csv,4.7886853,5.528196,1.5002362,4.1117625,7.398393,4.695208,6.480145,3.6690702,6.608115,2.6984355,4.5134487,4.9590282,6.476549,4.23882,5.1224656,6.175579,6.4648414,4.297985
68-MFCC.csv,4.868857,6.0890236,2.7794743,3.4944794,6.7082253,5.3101363,6.842924,3.6817853,5.867391,2.379063,4.7426214,5.2280035,7.2028,4.2441072,5.162387,4.5943303,7.4456587,3.4710345
69-MFCC.csv,4.3176455,5.7659492,2.289479,3.6611388,6.8714924,5.392308,6.7200685,4.051661,6.182064,2.319286,4.131327,5.425998,7.542357,4.6713433,5.5295343,4.771355,7.4029856,2.9002416
70-MFCC.csv,4.3291535,5.711185,2.6567628,3.3401723,6.934195,5.5746837,7.267799,3.3205864,5.862182,2.389375,4.5234675,5.8908734,7.4451365,4.572472,5.5828714,4.8839846,7.6898346,2.9265857
71-MFCC.csv,4.831567,5.9531,2.6951213,3.5657623,6.641925,5.1844516,6.816063,3.5420492,6.0293036,2.430532,4.6874495,5.2526655,7.030703,4.2158804,5.091332,4.7520704,7.358421,3.4992619
72-MFCC.csv,4.6723595,6.547554,3.1821985,3.282277,7.304809,5.633204,7.6175756,3.156765,5.455888,2.4741206,5.5684733,6.134637,7.7333374,4.39216,5.6698866,4.4992895,7.9981356,2.9782205
73-MFCC.csv,4.1937313,5.7139945,2.8294642,3.3789046,6.5752344,5.6014643,7.3814325,3.2570708,5.824819,2.4835277,4.391726,5.8907843,7.442948,4.6099386,5.5365553,4.714914,7.7749333,2.7890773
74-MFCC.csv,4.489021,5.8381777,2.4756744,3.4065688,7.139702,5.568242,6.997598,3.8920481,5.600534,2.2293952,4.43438,5.68274,7.8448505,4.477259,5.739672,4.4663763,7.703362,2.8598936
75-MFCC.csv,5.057348,5.7957215,1.2347069,4.523804,7.9390006,4.7004976,5.9636884,4.3776774,6.4693284,2.7064645,3.9705503,4.514495,7.1304026,4.169748,5.2635965,6.389951,6.0445905,4.706039
76-MFCC.csv,4.3333344,6.096895,3.0610502,3.2499802,6.7339163,5.8929863,7.341601,3.4712431,5.8359513,2.5302954,4.4799128,6.0408535,7.4861155,4.8634925,5.579579,4.7572966,7.9517255,2.901576
77-MFCC.csv,4.6390038,6.517442,3.2398791,3.1647334,7.3006372,5.7371874,7.9169455,2.973465,5.149609,2.4848325,5.6433244,6.133293,7.706916,4.46835,5.7885385,4.6004496,8.004543,3.0897112
78-MFCC.csv,4.288341,5.736431,2.2103806,3.6166046,7.0211143,5.4215508,6.741458,4.1572094,6.061072,2.259115,4.1557517,5.493576,7.7264276,4.699819,5.684612,4.6863327,7.479937,2.7784898
79-MFCC.csv,4.4972405,6.112816,2.8929732,3.2941067,7.2797523,5.575292,7.6914754,2.9851375,5.4772434,2.4622722,5.2177854,6.1985154,7.682649,4.404088,5.8492746,4.8688293,7.946975,2.931616
80-MFCC.csv,4.7498703,5.556121,1.8591789,3.866516,7.1282535,4.7931466,6.795607,3.3464975,6.5183444,2.6437619,4.741523,5.3037543,6.4429793,4.2162857,5.101427,5.8034863,6.7975044,3.9100773
81-MFCC.csv,5.0147657,5.691679,1.3224349,4.334822,7.7966585,4.744152,6.0665655,4.194122,6.413183,2.6095376,4.1615734,4.711337,7.0720863,4.0961185,5.2963166,6.2340755,6.2523828,4.428425
82-MFCC.csv,4.73459,5.614518,2.0479121,3.762336,7.1506796,4.8910923,6.9267945,3.2011073,6.3879447,2.6302543,4.8420796,5.4825644,6.61033,4.2743764,5.216074,5.7222595,6.981917,3.7883663
83-MFCC.csv,4.9607143,5.517216,1.5569706,4.176752,7.3886495,4.716047,6.520728,3.6593173,6.5432673,2.5945966,4.476288,5.0946674,6.468288,3.9080083,5.141549,5.975441,6.5525665,4.016118
84-MFCC.csv,4.8439674,5.308379,1.3755252,4.1852546,7.147643,4.505035,6.4843144,3.5548677,6.826488,2.559937,4.766617,4.9033113,5.7509546,3.8040068,4.7340827,6.0766163,6.321642,4.100694
85-MFCC.csv,4.652903,6.6062098,3.3377295,3.2652185,6.9862695,5.7856307,7.747767,3.1710815,5.4102592,2.5018218,5.3266497,5.912963,7.4966674,4.4388595,5.5281334,4.716875,7.936704,3.16409
86-MFCC.csv,4.3716884,5.7863092,2.154436,3.7179391,7.1108823,5.377515,6.669432,4.13879,6.163793,2.2852576,4.150877,5.453668,7.656419,4.6652336,5.6374884,4.8437653,7.3501234,2.922712
87-MFCC.csv,4.9797063,5.742766,1.271896,4.6683793,7.9736285,4.6630116,5.9892597,4.3212037,6.5823145,2.7635386,3.96277,4.493281,6.939835,4.1733747,5.124116,6.44975,6.029335,4.7073226
88-MFCC.csv,4.8628883,6.128637,2.649517,3.4908442,6.9071937,5.357929,6.7663765,3.9230788,5.760678,2.2892451,4.7256064,5.181576,7.400858,4.2939086,5.295409,4.5208616,7.4300847,3.4256563
89-MFCC.csv,4.3201427,6.040661,2.9183097,3.3337882,6.8157663,5.826458,7.3017936,3.5254338,5.94373,2.53283,4.4196672,6.023183,7.466739,4.868462,5.613244,4.906985,7.8919196,2.902477
90-MFCC.csv,5.0878134,5.720479,1.2174112,4.5082216,7.935864,4.726385,5.925715,4.317862,6.4141355,2.637969,4.0348954,4.603375,7.1091614,4.0169625,5.3057365,6.356878,6.115618,4.5779343
91-MFCC.csv,4.595179,6.3999643,3.0957155,3.228892,7.353674,5.6226835,7.7259336,2.9376068,5.438503,2.4630337,5.5519266,6.236194,7.660684,4.4267125,5.7567306,4.7723083,7.951222,3.0181124
92-MFCC.csv,4.8500037,5.821261,2.1819491,3.8989594,6.9377575,5.002405,6.702174,3.7111413,6.3084474,2.5362988,4.518517,5.1044908,6.731728,4.1204453,5.023022,5.339312,6.929645,3.7781947
93-MFCC.csv,4.944975,5.318875,1.3915846,4.2280364,7.2079644,4.6149607,6.4880056,3.5230024,6.711223,2.5958,4.723953,5.001154,5.8163633,3.794301,4.82977,6.093482,6.3520865,4.1190333
94-MFCC.csv,4.5261774,5.7016644,2.5877643,3.5488985,6.8128777,5.311185,7.097943,3.1497502,6.262255,2.5998256,4.5848765,5.801033,6.928682,4.472827,5.297598,5.3080707,7.4413967,3.309623
95-MFCC.csv,5.0271163,5.836153,1.3354943,4.5531187,7.967996,4.7410164,5.9762697,4.37196,6.4685683,2.7424974,3.920358,4.5059013,7.178324,4.2440405,5.243545,6.389228,6.0720277,4.7235694
96-MFCC.csv,4.766604,5.342259,1.2496566,4.166848,7.2053885,4.454256,6.4840684,3.620215,6.9021626,2.642982,4.687433,4.837037,5.825308,3.996857,4.8046026,6.2273736,6.25878,4.2892704
97-MFCC.csv,4.8254128,5.425788,1.3131784,4.1534433,7.093275,4.4740973,6.564454,3.6428647,6.9009767,2.6498039,4.604577,4.9037833,5.74611,3.9646492,4.760872,6.0464892,6.2496896,4.2763143
98-MFCC.csv,4.625737,5.792589,2.117957,3.8392427,7.132549,5.096269,6.641355,3.8470073,6.277673,2.4294457,4.363809,5.292829,7.2117176,4.4150906,5.360806,5.2610655,7.075261,3.4495862
99-MFCC.csv,4.3812184,6.5394154,3.4486923,3.202414,6.875189,5.9895296,7.9548345,3.1402001,5.383075,2.570932,5.0550265,6.082587,7.610748,4.7192755,5.668269,4.7872033,8.049453,2.945313
Michael Jackson - Beat It (Official 4K Video) [oRdxUFDoQe0]-MFCC.csv,4.7558875,5.7765045,2.0035343,3.9449499,7.1822515,4.963201,6.5980678,3.7996826,6.350563,2.498372,4.419031,5.1660175,6.9702787,4.2675033,5.2221923,5.470608,6.880496,3.7193036
Michael Jackson - Thriller (Official 4K Video) [sOnqjkJTMaA]-MFCC.csv,4.59811,5.9115443,2.3083603,3.4926958,7.2828307,5.5365653,6.7962103,4.131378,5.6865034,2.2067158,4.4141417,5.5120225,7.8413577,4.5250483,5.74036,4.5268493,7.5411377,3.0059636
